SampleID,Location,Latitude,Longitude,Replicate,Date,Species,abb,Species_photo#,Shoot_number,Canopy_photo#,Canopyheight_1,C_note1,Canopyheight_2,C_note2,Canopyheight_3,C_note3,Canopyheight_4,C_note4,Canopyheight_5,C_note5,Canopyheight_6,C_note6,Canopyheight_7,C_note7,Canopyheight_8,C_note8,Canopyheight_9,C_note9,Canopyheight_10,C_note10,Leaf_photo#,Leaflength_1,L_note1,Leaflength_2,L_note2,Leaflength_3,L_note3,Leaflength_4,L_note4,Leaflength_5,L_note5,Leaflength_6,L_note6,Leaflength_7,L_note7,Leaflength_8,L_note8,Leaflength_9,L_note9,Leaflength_10,L_note10,Leafwidth_1,Leafwidth_2,Leafwidth_3,Leafwidth_4,Leafwidth_5,Leafwidth_6,Leafwidth_7,Leafwidth_8,Leafwidth_9,Leafwidth_10,Root_photo#,Rootlength_1,Rootlength_2,Rootlength_3,Rootlength_4,Rootlength_5,Rootlength_6,Rootlength_7,R_note7,Rootlength_8,Rootlength_9,Rootlength_10,R_note10,Rhizomediameter_1,Rhizomediameter_2,Rhizomediameter_3,Rhizomediameter_4,Rhizomediameter_5,Rhizomediameter_6,Rhizomediameter_7,Rhizomediameter_8,Rhizomediameter_9,Rhizomediameter_10,Internodelength_1,Internodelength_2,Internodelength_3,Internodelength_4,Internodelength_5,Internodelength_6,Internodelength_7,Internodelength_8,Internodelength_9,Internodelength_10,Aboveground_photo#,Aboveground_wet_mass,Aboveground_dry_mass1,Aboveground_dry_mass2,Aboveground_dry_mass3,Belowground_photo#,Belowground_wet_mass,Belowground_dry_mass1,Belowground_dry_mass2,Belowground_dry_mass3,Flower_seed,Pack,Note1,Note2,Note3,Note4,Note5
ZC3_081022,Cape_cleveland,-19.23215797,147.004703,3,8/10/2022,Zostera muelleri subsp. Capricorni,ZC,P2053132,19,P2053133,102.68,C,104.75,C,134.41,,72.88,C,105.78,C,100.57,C,123.7,C,224.2,"C, L",186,L,161,"C, L",P2053134,161.5,L,223,"C, L",133.9,,117.02,C,67.49,,66.48,C,164.2,"C, L",112.01,,182,L,80.78,,3.06,3.02,2.92,3.03,2.54,2.65,2.13,2.42,2.94,3.72,P2053135,120.1,102.51,53.79,19.3,41.83,45.24,83.21,,50.9,34.67,47.03,,1.56,1.7,0.98,1.6,1.95,1.72,1.59,1.8,1.76,1.86,9.29,11.3,19.47,14.88,19.4,22.15,13.29,15.18,24.45,20.39,P2053136,12949.6,765.5,758.8,,P2053137,15567.8,926.6,924.1,,2,yes,W/L in order,,,,
ZC3_081022,Cape_cleveland,-19.23215797,147.004703,3,8/10/2022,Cymodocea serrulata,CS,P2053138,5,P2053139,45.23,C,33.26,C,41.8,C,109.36,C,23.54,,,,,,,,,,,,P2053140,36.46,C,45.9,,107.68,C,27.07,,38.96,C,23.26,,33.96,,47.26,,,,,,5.56,4.86,5.17,4.84,5.3,3.14,3.54,4.52,,,P2053141,63.82,112.26,142.94,73.08,93.48,111.5,138.45,,30.66,36.59,195,L,1.8,1.91,1.83,1.9,1.62,1.89,2.22,2.4,2.13,1.6,50.04,47.97,18.69,12.06,54.49,27.41,47.94,52.11,34.21,48.2,P2053142,1002.4,59.2,59.4,,P2053143,5551.2,523.9,522.9,,0,yes,W/L in order,,,,
ZC3_081022,Cape_cleveland,-19.23215797,147.004703,3,8/10/2022,Halophila ovalis,HO,P2053144,7,P2053145,25.73,,12.12,,15.07,C,19.14,,20.73,,9.52,,20.43,,,,,,,,P2053145,11.27,,9.35,,9.12,,9.75,,11.17,,8.9,,9.58,,11.07,,,,,,4.32,3.95,4.06,4.44,4.77,4.09,4.07,3.61,,,P2053145,15.89,40.58,30.16,10.53,25.21,10.56,,,,,,,0.47,0.34,0.49,0.5,0.28,0.2,,,,,15.93,20.11,16.16,17.1,9.55,12.62,,,,,P2053146,117.2,4.5,4.7,,P2053147,89.2,2.9,3.2,,0,yes,W/L in order,,,,
CV1_081022,Clairview,-22.121111,149.539444,1,8/10/2022,Holudule uninervis narrow,HUN,P2063148,34,P2063149,84.56,,90.7,,123.55,,52.64,,83.61,,123.89,,63.73,,83.75,,86.86,,78.8,,P2063150,42.96,,71.55,,32.32,,29.3,,73.4,,73.85,,38.93,,95.15,,70.41,,98.71,,1.15,0.84,0.8,0.87,0.96,0.91,0.74,0.83,0.8,0.9,P2063149,54.92,42.31,50.61,43.37,13.46,53.27,17.43,,61.32,87.13,45.07,,1.06,1.07,0.95,0.78,0.73,0.78,0.6,0.83,0.8,0.96,23.18,21.97,12.33,14.98,12.85,15.18,23.19,18.22,23.76,17.82,P2063151,2959.1,160.6,159.8,,P2063152,3781.9,128.3,127.3,,0,yes,W/L in order,One leaf of HO was in sample,,,
CV2_081022,Clairview,-22.121111,149.539444,2,8/10/2022,Holudule uninervis narrow,HUN,P2063153,60,P2063154,61.33,,35.09,,43.31,,84.07,,42.24,,57.68,,60.07,,75.8,,99.53,,81.88,,P2063155,59.64,,40.15,,22.42,,40.14,,84.04,,58.5,,54.75,,60.72,,65.72,,61.33,,0.86,0.58,0.67,0.61,0.89,0.63,0.66,0.72,0.62,0.66,P2063154,59.53,31.8,78.28,31.82,39.08,32.06,74.8,,26.65,29.74,47.14,,0.85,0.87,0.8,0.72,0.58,1,0.83,0.96,0.89,0.73,19.63,13.69,9.62,12.3,8.06,24.91,16.99,15.44,24.51,9.11,NA,2600.2,133,132.3,,NA,2768.7,109.6,109.7,,0,yes,W/L in order,Forgot to take biomass photo,,,
CV3_081022,Clairview,-22.121111,149.539444,3,8/10/2022,Holudule uninervis narrow,HUN,P2063156,31,P2063158,80.66,,86.15,,43.77,,108.64,,56.1,,85.18,,59.78,,58.04,,45.49,,35.95,,P2063159,29.3,,82.46,,55.47,,52.4,,58.47,,108.62,,43.85,,81.62,,46.12,,64.66,,0.91,0.97,1.02,0.71,0.82,0.74,0.84,0.86,0.72,0.86,P2063158,66.87,44.33,23.25,44.43,56.54,35.39,5.88,,71.13,46.96,36.8,,1.25,0.98,0.73,0.81,0.84,0.8,0.79,0.97,0.84,0.59,19,16.6,19.13,26.48,19.02,9.85,23.3,23.72,9.85,14.344,P2073170,1781.5,83.5,84.1,,P2073172,1709.7,68.2,67.4,,0,yes,W/L in order,,,,
WP1_27102022,Weipa,-12.65558,141.824269,1,27/10/2022,Holudule uninervis narrow,HUN,P2073162,99,P2073163,75.46,,34.46,,73.87,,76.14,,102.68,,89.24,,52.18,,64.82,,94.96,,86.09,,P2073164,36.49,,39.26,,79,,47.05,,69.39,,43.44,,27.79,,60.61,,54.51,,92.51,,0.41,0.47,0.46,0.51,0.42,0.41,0.46,0.45,0.44,0.42,P2073163,27.18,16.78,25.67,13.68,79.99,59.75,24.97,,35.57,13.25,45.87,,0.72,0.52,0.74,0.57,0.53,0.65,0.63,0.49,0.4,0.46,6.74,11.58,6.18,5.15,16.82,16.72,11.76,16.63,13.73,18.69,P2073165,3558.8,166.6,167.6,,P2073166,7848.8,584.8,581.6,,0,yes,W/L in order,Dry weipa samples are quite green compared with samples from other locations,Leaf width checked by ImageJ -> reasonable,,
WP2_27102022,Weipa,-12.65558,141.824269,2,27/10/2022,Holudule uninervis narrow,HUN,P2073167,148,P2073168,40.67,,59.69,,82.37,,125.04,,120.22,,117.79,,79.76,,94.52,,75.56,,86.26,,P2073169,42.26,,15.36,,38.37,,79.62,,66.57,,83.17,,40.03,,91.36,,58.78,,49.45,,0.41,0.4,0.53,0.38,0.46,0.44,0.5,0.45,0.41,0.42,P2073168,39.59,44.21,57.8,24.28,50.05,34.96,17.35,,47.21,21.65,17.99,,0.69,0.7,0.51,0.62,0.46,0.47,0.51,0.4,0.51,0.52,20.48,11.41,13.57,9.77,11.25,12.87,9.15,11.24,16.73,9.56,P2073170,5678.1,275.8,272.4,,P2073172,8938.8,601.6,595.3,,0,yes,W/L in order,"Double check the leaf width on computer -> Checked, oringinal measurements are reasonable",,,
WP3_27102022,Weipa,-12.65558,141.824269,3,27/10/2022,Holudule uninervis narrow,HUN,P2073173,128,P2073174,83.34,,105.43,,70.36,,44.88,,40.7,,134.67,,145.78,,117.03,,82.23,,186.2,L,P2073175,127.9,,135.82,,103.84,,16.61,,33.21,,33.95,,104.79,,82.42,,69.46,,45.41,,0.52,0.51,0.5,0.46,0.41,0.52,0.41,0.44,0.41,0.44,P2073174,33.64,46.29,23.3,16.51,52.79,60.2,12.7,,18.25,42.28,11.9,,0.78,0.71,0.87,0.48,0.58,0.54,0.66,0.65,0.51,0.51,11.71,14.62,18.52,5.58,12.05,16.91,10.02,9.13,11.99,7.77,P2073176,5267.6,281.5,278.6,,P2073177,6173.2,405.9,403.1,,0,yes,W/L in order,"Double check the leaf width on computer -> Checked, oringinal measurements are reasonable",,,
GLD1_11102022,Gladstone,-23.867066,151.322,1,11/10/2022,Holudule uninervis narrow,HUN,P2083178,9,P2083179,128.64,,181.88,,69.54,,90.97,,31.48,,66.19,,29.6,,36.41,,,,,,P2083180,137.57,,57.88,,17.51,,40.25,,88.22,,67.93,,,,,,,,,,0.45,0.5,0.52,0.48,0.41,0.43,,,,,P2083179,79.51,53.88,41.27,69.48,67.84,69.18,64.08,,73.94,131.78,80.04,,0.97,0.94,0.96,0.95,0.69,0.99,0.8,0.9,0.96,0.94,25.4,18.9,14.98,15.2,20.32,26.17,,,,,P2083181,304.6,28.7,29,,P2083182,296.4,52.4,23.3,,0,yes,W/L in order,Canopy height need to be remesure to exclude the vertical rhizome -> remeasured with ImageJ,Shoot without leaves was not measured for canopy height,"Labels in the photos missing ""1"" after GLD. Dry sample ones have been correcte",
GLD2_11102022,Gladstone,-23.867066,151.322,2,11/10/2022,Holudule uninervis narrow,HUN,P2083184,41,P2083185,44.24,,26.71,,32.89,,49.45,,56.25,,21.13,,27.7,,24.13,,34.92,,36.9,,P2083186,52.15,,16.08,,48.17,,15.17,,27.24,,39.79,,20.49,,24.43,,22.96,,33.58,,0.43,0.43,0.43,0.47,0.23,0.28,0.19,0.25,0.3,0.42,P2083185,28.95,46.95,21.14,24.15,61.43,53.88,29.06,,71.95,42.57,30.65,,0.93,0.83,0.41,0.61,0.68,0.56,0.56,0.65,0.38,0.4,25.46,8.28,12.77,11.18,13.13,14.39,33.29,17.4,10.12,11.68,P2083187,568.2,23.2,23.2,,P2083188,1655,109.8,110.3,,0,yes,W/L in order,Width measured on ImageJ ->measured,Gladstone HUN has really stange root. Each node generally only one single long and thick root.,,
GLD3_11102022,Gladstone,-23.867066,151.322,3,11/10/2022,Holudule uninervis narrow,HUN,P2083189,7,P2083190,23.98,,25.63,,39.72,,88.61,,115.97,,,,,,,,,,,,P2083191,23.44,,19.6,,74.3,,30.46,,38.48,,74.56,,79.13,,31.33,,15.29,,10.95,,0.36,0.4,0.4,0.4,0.32,0.4,0.4,0.48,0.44,0.45,P2083190,21.03,128.59,23.83,12.93,33.8,55.6,28.19,,44.87,,,,1.02,0.97,1.04,0.84,0.8,0.91,0.85,0.79,0.7,0.72,24.51,18.4,14.1,12.66,10.4,16.04,,,,,P2083192,71.5,6.3,6.2,,P2083193,266.1,19,19.9,,0,yes,W/L in order,Width measured on ImageJ ->measured,Shoot without leaves was not measured for canopy height,,
KAR1_01112022,Karumba,-17.451929,140.827562,1,1/11/2022,Holudule uninervis narrow,HUN,P2083194,69,P2083195,118.63,,143.6,,140.19,,113.76,,85.87,,110.5,,71.84,,64.81,,112.22,,121.61,,P2083196,93.98,,94.4,,94.17,,63.74,,57.99,,71.29,,39.35,,63.88,,122.1,,80.02,,1.09,1.07,0.81,1.02,0.69,1.05,0.88,0.71,0.84,0.81,P2083197,31.88,73.72,32.64,53.7,56.88,83.47,39.24,,29.13,16.12,175,L,0.88,0.82,0.77,1.03,0.79,1.03,0.92,0.73,0.71,0.63,21.13,23.4,8.22,23.64,26.37,23.94,18.32,15.74,27.94,24.68,P2083198,3953.1,201,200.1,,P2083199,8092.1,756.6,753,,0,yes,W/L in order,,,,
KAR2_01112022,Karumba,-17.451929,140.827562,2,1/11/2022,Holudule uninervis narrow,HUN,P2083200,85,P2083201,104.88,,105.4,,135.57,,132.64,,143.29,,183.5,L,177.2,L,181,L,172.2,L,153.4,L,P2083202,180.4,L,132.5,,53.47,,131.22,,173,L,105.47,,176.5,L,92.35,,98.18,,171,L,0.93,0.86,0.72,0.81,0.76,0.77,0.81,0.67,0.74,0.83,P2083204,116.18,51.34,14.77,54.69,77.77,47.38,25.5,,67.57,27.75,111.16,,0.68,0.65,1.28,1.06,0.79,1.04,0.98,0.43,0.98,0.75,21.66,19.2,34.05,20.48,18.95,22.2,35.11,28.59,22.54,26.4,P2083205,8566.7,497.6,492.6,,P2083206,12378.4,1194.3,1188.1,,0,yes,W/L in order,,,,
KAR2_01112022,Karumba,-17.451929,140.827562,2,1/11/2022,Halophila ovalis,HO,P2083208,3,P2083209,30.53,,27.46,,10.02,,,,,,,,,,,,,,,,P2083209,14.83,,15.07,,13.61,,13.62,,8.61,,8.3,,,,,,,,,,5.28,4.86,5.21,4.85,3.59,4.94,,,,,P2083209,27.53,17.12,19.84,11.82,,,,,,,,,0.51,0.44,0.61,0.58,,,,,,,9.13,10.14,11.29,10.21,,,,,,,P2083213,4.7,3.1,3.2,,P2083214,4.6,2.2,2.3,,1,yes,W/L in order,"Photo for flower bud: P2083211, P2083212",,,
KAR3_01112022,Karumba,-17.451929,140.827562,3,1/11/2022,Holudule uninervis narrow,HUN,P2083215,48,P2083216,135.11,,116,,79.72,,86.95,,63.34,,45.75,,44.6,,85.47,,73.18,,98.2,,P2083217,114.8,,42.27,,72.39,,121.5,,132.32,,65.81,,40.18,,34.43,,106.81,,114.29,,0.73,0.49,0.61,0.85,1.16,0.63,0.55,0.87,0.73,0.66,"P2083216, P2083218",68.85,71.69,36.57,47.28,63.08,27.91,87.88,,55.52,65.38,38.4,,0.63,0.69,0.68,0.74,0.68,0.55,0.87,0.71,0.57,0.5,38.27,39.91,19.83,26.4,21.03,13.44,20.23,40.95,24.68,22.4,P2083219,3992.8,185.3,185,,P2083220,4059,311.5,311.3,,0,yes,W/L in order,,,,
HER1_26102022,Hervey_bay,-25.35662,152.955296,1,26/10/2022,Holudule uninervis narrow,HUN,P2093223,12,P2093224,23.65,,26.24,,43.99,,56.08,,48.78,,31.9,,43.12,,29.36,,,,,,P2093226,12.29,,22.19,,32.19,,22.92,,19.46,,27.18,,17.33,,29.04,,36.06,,27.7,,0.36,0.29,0.32,0.39,0.32,0.36,0.25,0.32,0.21,0.29,P2093228,23.92,38.1,16.85,51.88,18.88,39.53,40.84,,44.04,39.59,9.33,,0.44,0.51,0.44,0.59,0.51,0.43,0.36,0.43,0.46,0.29,15.06,10.46,5.43,3.61,15.56,7.69,7.03,6.65,12.22,,P2093229,174.8,7.6,7.7,,P2093230,224.6,14,13.9,,0,yes,W/L in order,"Species identification photo: P2093221, P2093222",Similar type of root as HUN from Gladstone,,
HER2_26102022,Hervey_bay,-25.35662,152.955296,2,26/10/2022,Holudule uninervis narrow,HUN,P2093236,34,P2093238,36.58,,28.08,,37.16,,29.15,,29.26,,18.73,,29.53,,20.7,,25.53,,21,,P2093240,18.01,,39.08,,29.14,,13.65,,27.15,,19.59,,28.96,,25.7,,11.84,,17.32,,0.33,0.37,0.33,0.33,0.28,0.33,0.33,0.33,0.33,0.37,P2093238,42.1,31.94,46.16,61.24,25.16,60.31,37.62,,45.61,47.53,69.88,,0.49,0.67,0.65,0.58,0.43,0.35,0.43,0.31,0.34,0.5,20.14,15.33,21.35,20.19,12.26,13.46,15.05,6.19,18.45,16.28,P2093249,203.4,11,11.2,,P2093251,895.1,35.9,36,,0,yes,W/L in order,"Double check rhizome diameter on computer, P2093241-> Checked, the original measurements are reasonable",,,
HER3_26102022,Hervey_bay,-25.35662,152.955296,3,26/10/2022,Holudule uninervis narrow,HUN,P2093242,27,P2093243,27.15,,29.7,,18.13,,47.32,,37.48,,31.88,,29.32,,34.82,,24.95,,16.06,,"P2093244, P2093245",31.58,,22.87,,28.9,,27.92,,53.87,,23.31,,14.12,,34.14,,18.5,,35.63,,0.25,0.35,0.34,0.3,0.25,0.25,0.3,0.29,0.29,0.26,P2093243,39.68,27.84,61.96,49.18,49.2,33.95,50.31,,43.79,37.63,49.13,,0.75,0.62,0.43,0.52,0.7,0.62,0.57,0.51,0.44,0.48,21.67,25.35,14.72,15.6,21.21,17.05,11.97,23.04,11.17,10.85,P2093248,268.9,9.9,9.5,,P2093249,1745.6,56.7,55.9,,0,yes,W/L in order,Hervey bay samples have a lot of dropping short roots (e.g. P2093242). Maybe due to lower temperature?,,,
NEL1_24012023,Nelly_bay,-19.16230001,146.851322,1,24/01/2023,Holudule uninervis wide,HUW,P2093231,44,P2093232,82.57,,68.15,,70.94,,96.72,,111.3,,117.06,,134.05,,153.04,,151.83,,153.35,,P2093233,128.42,,115.71,,50.08,,36,,69.7,,34.79,,103.08,,105.31,,103.79,,66.72,,4.25,4.41,4.32,3.56,3.02,3.35,3.7,3.63,3.42,3.3,P2093232,30.53,24.19,10.36,36.92,102.86,15.38,22.43,,27.77,29.79,29.1,,1.45,0.95,1.24,1.59,1.08,1.59,0.87,1.14,1.11,1.52,13.31,14.58,22.02,20.74,15.71,16.97,16.68,13.44,12.05,14.06,P2093234,13226,931.4,935.3,,P2093235,7814.6,1032,1035.6,,0,yes,W/L in order,"Labels in photo are missing ""1"" after NEL. The albes were corrected in the dry sample",,,
NEL2_24012023,Nelly_bay,-19.16240696,146.85127,2,24/01/2023,Holudule uninervis wide,HUW,P2093253,35,P2093254,48.51,,83.79,,117.65,,132.28,,130.31,,140.52,,132.89,,78.98,,85.44,,58.75,,P2093255,121.74,,41.49,,26.71,,37.24,,77.76,,121.75,,130.19,,93.28,,87.23,,61.07,,4.21,3.92,2.49,2.85,3,3.76,3.77,3.72,3.19,3.03,P2093256,67.49,67.01,39.8,20.65,59.72,28.42,27.86,,15.5,17.22,51.61,,1.32,1.25,0.93,1.18,1.38,1.17,1.35,1.14,1.4,1.1,14.81,12.62,21.8,13.28,19.44,13.43,11.36,23.99,25.42,13.94,P2093257,12100.5,898.9,898.1,,P2093258,17089.6,2163.7,2162.5,,0,yes,W/L in order,,,,
NEL3_24012023,Nelly_bay,-19.16261801,146.851365,3,24/01/2023,Holudule uninervis wide,HUW,P2103259,60,P2103260,79.01,,94.94,,45.49,,45.31,,42.55,,33.07,,35.57,,53.75,,58.89,,73.68,,P2103261,71.21,,26.01,,42.96,,77.76,,91.8,,45.17,,19.45,,53.79,,58.89,,67.18,,3.16,2.69,3.32,2.88,3.19,3.01,2.89,2.46,3.47,2.47,P2103262,85.88,93.94,38.63,54.69,15.49,27.3,44.92,,41.7,45.76,36.42,,0.86,1.01,1.12,1.08,1.1,1.05,0.93,1.09,1.16,1.02,30.75,29.28,27.16,34.36,25.29,30.81,20.29,24.92,20.02,22.43,NA,7709.4,521.8,518.7,,P2103264,11785.2,1254.5,1253.2,,0,yes,W/L in order,Forgot to take aboveground biomass photo,,,
